Date,Close_HDFC,Close_KOTAK,Close_SBI
9/19/2001,666.60,35.75,163.80
9/20/2001,645.65,34.55,153.75
9/21/2001,644.20,37.80,141.45
9/24/2001,617.90,40.00,146.40
9/25/2001,674.55,40.00,147.70
9/26/2001,629.95,40.10,152.25
9/27/2001,629.95,40.00,158.25
9/28/2001,623.45,40.05,164.95
10/1/2001,653.75,40.00,175.10
10/3/2001,649.25,40.00,172.45
10/4/2001,699.30,40.05,171.00
10/5/2001,673.00,40.35,175.20
10/8/2001,670.15,40.10,172.20
10/9/2001,681.85,40.50,172.90
10/10/2001,650.45,40.85,177.30
10/11/2001,669.25,40.20,181.20
10/12/2001,657.70,38.75,183.40
10/15/2001,652.65,38.00,184.15
10/16/2001,664.55,39.80,184.80
10/17/2001,663.70,38.40,186.40
10/18/2001,650.35,38.45,184.80
10/19/2001,640.65,37.80,184.80
10/22/2001,645.55,39.15,188.30
10/23/2001,654.45,39.80,188.80
10/24/2001,678.55,39.25,188.05
10/25/2001,677.95,39.95,187.15
10/29/2001,678.20,39.00,190.45
10/30/2001,694.40,39.00,187.00
10/31/2001,698.15,38.95,185.55
11/1/2001,700.35,38.55,190.00
11/2/2001,704.20,38.25,194.00
11/5/2001,700.10,39.10,200.55
11/6/2001,699.45,39.00,205.95
11/7/2001,705.65,38.65,199.80
11/8/2001,700.30,38.55,200.05
11/9/2001,688.45,39.40,199.90
11/12/2001,689.95,39.20,199.80
11/13/2001,684.25,39.15,200.10
11/14/2001,686.65,40.80,199.50
11/15/2001,690.05,48.45,200.35
11/19/2001,689.10,52.50,200.80
11/20/2001,679.40,50.00,204.50
11/21/2001,706.40,50.45,200.15
11/22/2001,700.25,51.30,203.55
11/23/2001,702.25,51.95,201.95
11/26/2001,702.60,52.00,206.15
11/27/2001,700.15,50.45,214.10
11/28/2001,699.85,48.15,215.80
11/29/2001,688.85,48.20,208.40
12/3/2001,692.40,49.65,201.40
12/4/2001,687.10,49.40,199.70
12/5/2001,685.40,49.55,199.95
12/6/2001,694.85,48.60,202.25
12/7/2001,695.30,48.55,199.85
12/10/2001,685.75,49.35,198.80
12/11/2001,686.90,49.30,192.00
12/12/2001,689.90,48.30,189.25
12/13/2001,685.00,47.45,183.00
12/14/2001,689.50,50.65,176.15
12/18/2001,688.00,50.35,179.70
12/19/2001,679.95,49.45,178.50
12/20/2001,679.05,49.75,184.45
12/21/2001,668.25,49.40,180.10
12/24/2001,672.45,47.85,182.00
12/26/2001,668.55,48.85,179.65
12/27/2001,669.35,49.15,170.40
12/28/2001,668.65,49.45,175.00
12/31/2001,666.10,50.65,181.45
1/1/2002,659.45,49.10,183.45
1/2/2002,648.80,51.85,188.60
1/3/2002,646.60,51.50,199.10
1/4/2002,643.00,50.60,202.70
1/7/2002,624.95,58.95,194.50
1/8/2002,620.55,66.85,192.45
1/9/2002,644.55,67.70,204.60
1/10/2002,647.05,67.80,201.20
1/11/2002,643.55,72.15,199.75
1/14/2002,647.40,80.55,216.25
1/15/2002,640.60,77.05,211.40
1/16/2002,635.85,75.05,219.60
1/17/2002,629.85,75.15,215.30
1/18/2002,624.65,75.05,220.05
1/21/2002,627.70,77.60,215.05
1/22/2002,625.80,78.55,214.05
1/23/2002,625.05,76.00,210.30
1/24/2002,630.20,73.55,206.65
1/25/2002,640.15,69.40,208.30
1/28/2002,635.80,68.50,216.80
1/29/2002,634.85,67.35,210.30
1/30/2002,633.30,63.95,214.95
1/31/2002,632.15,76.75,210.00
2/1/2002,649.70,81.85,212.10
2/4/2002,636.80,78.40,218.50
2/5/2002,631.05,78.05,216.40
2/6/2002,636.90,78.35,238.05
2/7/2002,635.45,75.75,247.65
2/8/2002,631.65,77.65,249.10
2/11/2002,635.95,81.95,245.50
2/12/2002,643.50,81.80,240.05
2/13/2002,650.95,82.10,244.35
2/14/2002,690.30,95.25,251.75
2/15/2002,668.40,102.30,248.50
2/18/2002,677.30,102.00,243.20
2/19/2002,673.25,95.30,239.70
2/20/2002,669.75,95.70,240.40
2/21/2002,660.70,114.85,244.20
2/22/2002,670.05,116.10,241.65
2/25/2002,671.30,108.60,241.90
2/26/2002,680.55,116.25,258.90
2/27/2002,672.40,110.90,252.80
2/28/2002,680.65,108.50,227.55
3/1/2002,672.25,122.65,233.45
3/4/2002,686.80,147.20,236.95
3/5/2002,670.40,164.35,232.25
3/6/2002,675.95,161.50,230.40
3/7/2002,671.15,150.85,230.85
3/8/2002,673.90,149.90,231.30
3/11/2002,667.10,143.05,231.60
3/12/2002,665.55,139.65,229.30
3/13/2002,668.20,145.50,229.55
3/14/2002,668.70,149.25,228.55
3/15/2002,670.00,150.25,232.90
3/18/2002,665.80,143.45,232.35
3/19/2002,669.65,140.00,233.05
3/20/2002,683.80,134.90,231.40
3/21/2002,674.50,133.10,227.60
3/22/2002,665.25,133.95,223.00
3/26/2002,665.35,128.75,223.40
3/27/2002,661.30,130.50,223.45
3/28/2002,684.45,141.75,219.95
4/1/2002,665.30,147.20,235.45
4/2/2002,664.35,155.50,232.40
4/3/2002,665.10,166.35,230.70
4/4/2002,660.20,171.35,233.00
4/5/2002,660.00,160.70,233.15
4/8/2002,660.15,160.75,238.80
4/9/2002,659.90,160.10,235.35
4/10/2002,647.85,162.45,236.50
4/11/2002,650.75,165.50,242.55
4/12/2002,657.25,183.15,243.20
4/15/2002,659.30,175.25,241.80
4/16/2002,659.95,200.70,239.30
4/17/2002,655.35,188.40,240.75
4/18/2002,649.70,182.85,241.15
4/19/2002,634.60,176.40,238.55
4/22/2002,609.75,175.75,236.20
4/23/2002,610.85,175.95,236.50
4/24/2002,620.55,187.80,236.65
4/25/2002,626.20,184.90,236.70
4/26/2002,639.40,180.15,236.35
4/29/2002,644.20,183.00,226.80
4/30/2002,654.00,180.80,228.00
5/2/2002,653.10,175.95,226.85
5/3/2002,645.30,171.95,228.70
5/6/2002,653.90,166.35,229.85
5/7/2002,644.30,167.00,231.20
5/8/2002,648.65,166.45,232.10
5/9/2002,641.10,168.40,231.75
5/10/2002,639.10,162.80,230.05
5/13/2002,640.45,158.35,230.65
5/14/2002,649.75,150.95,228.15
5/15/2002,648.50,155.80,225.45
5/16/2002,624.15,152.45,221.30
5/17/2002,630.00,144.30,220.15
5/20/2002,629.70,128.00,219.85
5/21/2002,620.70,126.65,219.65
5/22/2002,619.25,129.30,219.80
5/23/2002,610.45,127.70,218.30
5/24/2002,610.60,141.80,222.65
5/27/2002,607.55,138.70,220.15
5/28/2002,599.65,136.20,220.05
5/29/2002,594.90,136.05,221.25
5/30/2002,594.80,134.35,219.45
5/31/2002,600.30,136.55,219.70
6/3/2002,603.35,134.20,221.90
6/4/2002,591.10,132.55,221.10
6/5/2002,607.85,136.60,226.95
6/6/2002,623.35,139.30,233.75
6/7/2002,629.25,132.95,228.60
6/10/2002,622.65,143.75,234.80
6/11/2002,639.75,145.65,239.85
6/12/2002,640.85,151.85,246.50
6/13/2002,639.90,146.25,243.30
6/14/2002,658.95,151.00,244.50
6/17/2002,649.05,148.55,247.10
6/18/2002,650.00,145.45,246.55
6/19/2002,624.80,141.40,239.00
6/20/2002,628.40,142.00,242.85
6/21/2002,610.00,141.55,238.40
6/24/2002,629.25,150.30,236.90
6/25/2002,626.75,165.10,235.40
6/26/2002,636.75,166.10,233.55
6/27/2002,644.40,163.85,235.90
6/28/2002,653.90,162.95,240.60
7/1/2002,639.95,161.90,242.05
7/2/2002,640.10,158.40,241.80
7/3/2002,617.05,156.05,239.40
7/4/2002,626.60,160.95,240.30
7/5/2002,644.65,166.70,241.30
7/8/2002,644.30,166.90,241.85
7/9/2002,627.95,172.40,240.80
7/10/2002,624.45,170.20,243.50
7/11/2002,621.05,172.10,235.05
7/12/2002,619.40,167.00,234.45
7/15/2002,617.80,162.10,232.45
7/16/2002,625.10,162.35,228.85
7/17/2002,613.75,166.45,230.75
7/18/2002,615.25,176.35,233.65
7/19/2002,619.85,177.25,229.75
7/22/2002,615.15,160.05,229.00
7/23/2002,611.45,168.00,228.90
7/24/2002,607.45,162.10,227.05
7/25/2002,616.55,161.45,225.65
7/26/2002,601.50,159.55,223.70
7/29/2002,610.60,159.40,228.30
7/30/2002,615.85,159.95,226.10
7/31/2002,632.30,160.20,231.80
8/1/2002,640.40,155.60,227.90
8/2/2002,629.85,152.65,229.60
8/5/2002,617.30,153.25,231.35
8/6/2002,618.20,152.05,230.95
8/7/2002,618.20,157.90,231.85
8/8/2002,613.80,160.35,230.00
8/9/2002,630.35,160.45,232.00
8/12/2002,625.50,160.30,231.70
8/13/2002,618.95,159.15,231.15
8/14/2002,610.20,160.05,229.90
8/16/2002,616.55,160.40,229.85
8/19/2002,613.35,160.25,230.00
8/20/2002,604.15,160.10,230.55
8/21/2002,600.00,160.20,230.30
8/22/2002,596.90,156.75,231.50
8/23/2002,587.85,158.65,231.75
8/26/2002,563.05,158.35,233.05
8/27/2002,570.55,156.60,232.00
8/28/2002,574.95,157.40,232.70
8/29/2002,574.75,160.05,233.10
8/30/2002,582.80,160.10,241.35
9/2/2002,596.05,159.80,237.60
9/3/2002,596.65,159.75,234.90
9/4/2002,595.45,158.85,235.50
9/5/2002,577.80,158.85,234.90
9/6/2002,588.70,158.15,235.30
9/9/2002,593.75,157.45,233.25
9/11/2002,584.85,156.75,233.05
9/12/2002,578.75,156.45,237.45
9/13/2002,585.45,153.45,233.45
9/16/2002,594.65,150.65,230.25
9/17/2002,593.50,154.50,231.20
9/18/2002,594.80,152.80,230.10
9/19/2002,593.80,151.20,230.05
9/20/2002,594.30,150.10,229.70
9/23/2002,590.10,150.45,229.85
9/24/2002,593.65,151.05,231.60
9/25/2002,588.65,152.85,231.80
9/26/2002,593.55,153.90,231.05
9/27/2002,599.80,149.80,231.05
9/30/2002,598.90,150.10,229.90
10/1/2002,605.60,152.25,229.65
10/3/2002,599.50,152.90,230.25
10/4/2002,609.75,154.50,230.15
10/7/2002,611.65,154.05,231.45
10/8/2002,610.05,154.10,232.65
10/9/2002,612.45,152.55,231.35
10/10/2002,608.40,151.85,230.15
10/11/2002,614.35,151.20,230.15
10/14/2002,617.20,150.65,230.05
10/16/2002,630.30,150.40,230.10
10/17/2002,619.20,149.40,231.30
10/18/2002,617.65,150.05,231.75
10/21/2002,617.25,149.10,233.55
10/22/2002,634.10,150.20,232.60
10/23/2002,638.80,148.95,232.85
10/24/2002,631.20,143.05,230.80
10/25/2002,634.10,137.60,230.55
10/28/2002,630.95,133.90,233.00
10/29/2002,629.20,134.10,232.75
10/30/2002,629.45,132.00,231.15
10/31/2002,627.55,137.50,229.65
11/1/2002,627.55,135.55,238.60
11/4/2002,631.00,135.45,242.30
11/5/2002,634.40,131.85,242.35
11/7/2002,634.20,131.65,240.90
11/8/2002,631.55,133.70,237.35
11/11/2002,638.25,128.15,234.75
11/12/2002,642.20,130.50,237.10
11/13/2002,644.65,133.50,234.75
11/14/2002,650.80,134.20,234.00
11/15/2002,661.05,133.25,236.20
11/18/2002,659.20,133.40,239.65
11/20/2002,668.85,137.05,241.45
11/21/2002,689.85,140.10,240.35
11/22/2002,682.65,140.15,248.75
11/25/2002,677.90,141.75,250.25
11/26/2002,689.30,138.45,251.30
11/27/2002,681.20,140.35,257.60
11/28/2002,688.55,145.65,259.85
11/29/2002,684.30,155.30,262.65
12/2/2002,676.75,156.15,262.60
12/3/2002,664.90,150.30,261.95
12/4/2002,661.35,150.15,259.20
12/5/2002,681.10,149.75,260.10
12/6/2002,687.25,152.65,273.10
12/9/2002,681.50,153.35,270.65
12/10/2002,680.80,154.15,270.35
12/11/2002,690.35,154.90,279.20
12/12/2002,343.60,155.25,276.55
12/13/2002,364.65,161.65,276.70
12/16/2002,376.95,163.00,275.90
12/17/2002,360.40,161.20,280.35
12/18/2002,361.25,164.85,289.10
12/19/2002,357.55,167.00,278.50
12/20/2002,360.20,171.60,277.25
12/23/2002,357.20,170.40,279.15
12/24/2002,353.40,169.80,282.90
12/26/2002,351.25,169.65,282.05
12/27/2002,360.10,171.40,285.90
12/30/2002,360.50,170.75,283.00
12/31/2002,358.35,173.85,282.65
1/1/2003,356.20,169.55,284.55
1/2/2003,360.05,162.75,288.15
1/3/2003,353.60,165.10,286.15
1/6/2003,360.25,158.15,278.90
1/7/2003,365.55,155.70,279.50
1/8/2003,365.25,165.40,280.65
1/9/2003,367.80,171.15,285.80
1/10/2003,363.80,169.00,286.25
1/13/2003,367.65,167.85,284.05
1/14/2003,370.55,167.90,282.95
1/15/2003,374.45,169.05,285.10
1/16/2003,372.25,168.40,287.70
1/17/2003,370.60,167.90,293.45
1/20/2003,372.45,164.25,290.55
1/21/2003,371.70,166.40,299.30
1/22/2003,375.25,169.10,297.75
1/23/2003,377.50,168.55,299.70
1/24/2003,373.10,159.75,289.55
1/27/2003,375.55,162.10,285.65
1/28/2003,375.45,164.15,290.05
1/29/2003,375.20,160.00,282.85
1/30/2003,375.25,160.15,280.05
1/31/2003,375.10,160.05,281.40
2/3/2003,374.10,159.85,290.15
2/4/2003,369.60,159.65,294.75
2/5/2003,374.75,158.25,293.55
2/6/2003,374.45,173.15,306.75
2/7/2003,376.15,190.30,301.95
2/10/2003,390.20,179.35,295.50
2/11/2003,387.50,180.50,294.75
2/12/2003,379.00,180.50,300.60
2/14/2003,375.05,177.30,297.85
2/17/2003,376.80,180.40,307.75
2/18/2003,375.10,179.05,309.80
2/19/2003,374.80,175.00,312.10
2/20/2003,375.55,177.00,308.90
2/21/2003,375.95,173.80,310.60
2/24/2003,375.55,173.50,313.85
2/25/2003,375.05,169.70,307.20
2/26/2003,375.10,168.50,300.00
2/27/2003,374.70,172.35,302.00
2/28/2003,374.80,170.65,286.60
3/3/2003,374.80,168.55,290.55
3/4/2003,373.05,165.75,288.10
3/5/2003,370.15,159.35,284.90
3/6/2003,368.15,154.90,280.75
3/7/2003,368.00,150.25,276.50
3/10/2003,368.35,144.40,272.90
3/11/2003,365.15,146.25,276.80
3/12/2003,357.50,147.95,275.55
3/13/2003,354.05,148.10,275.55
3/17/2003,339.50,153.00,274.85
3/19/2003,351.85,159.10,275.45
3/20/2003,351.15,160.10,281.60
3/21/2003,352.55,159.85,284.55
3/22/2003,349.65,169.15,284.65
3/24/2003,352.65,161.70,279.25
3/25/2003,348.15,165.30,280.75
3/26/2003,341.35,169.20,281.55
3/27/2003,340.00,171.40,276.20
3/28/2003,333.40,168.50,275.05
3/31/2003,331.35,158.05,270.00
4/1/2003,338.80,158.30,273.50
4/2/2003,341.80,160.60,277.10
4/3/2003,344.15,162.30,279.25
4/4/2003,340.35,161.55,283.60
4/7/2003,338.85,159.95,287.10
4/8/2003,340.40,152.65,284.40
4/9/2003,341.25,145.20,284.00
4/10/2003,340.20,141.80,289.85
4/11/2003,342.45,142.75,288.20
4/15/2003,340.10,148.25,283.05
4/16/2003,334.70,145.65,290.00
4/17/2003,328.90,146.25,287.35
4/21/2003,326.75,155.20,287.35
4/22/2003,329.05,149.00,290.45
4/23/2003,325.75,149.15,287.10
4/24/2003,313.85,146.30,286.00
4/25/2003,299.20,145.65,279.60
4/28/2003,314.50,141.85,283.40
4/29/2003,328.70,145.05,277.65
4/30/2003,340.30,144.30,278.65
5/2/2003,357.05,143.30,281.55
5/5/2003,349.70,144.35,283.15
5/6/2003,345.20,142.25,287.05
5/7/2003,326.40,143.10,285.45
5/8/2003,330.95,142.95,283.05
5/9/2003,331.30,143.75,285.45
5/12/2003,333.00,143.65,292.15
5/13/2003,332.95,145.50,292.75
5/14/2003,331.65,150.05,302.85
5/15/2003,338.25,158.70,306.85
5/16/2003,338.20,156.20,315.00
5/19/2003,341.40,153.95,318.25
5/20/2003,342.25,158.00,320.90
5/21/2003,343.55,159.95,325.05
5/22/2003,346.35,156.20,328.05
5/23/2003,354.65,155.25,340.55
5/26/2003,365.25,152.80,344.45
5/27/2003,364.55,149.00,339.00
5/28/2003,364.85,145.85,345.50
5/29/2003,373.75,149.85,357.95
5/30/2003,371.20,150.90,352.35
6/2/2003,375.00,148.60,345.45
6/3/2003,380.70,155.10,343.55
6/4/2003,367.80,159.85,357.15
6/5/2003,365.75,153.85,357.55
6/6/2003,367.35,153.40,365.45
6/9/2003,381.50,152.40,363.40
6/10/2003,374.95,150.20,354.40
6/11/2003,372.30,148.15,355.65
6/12/2003,367.65,147.80,351.60
6/13/2003,387.10,146.75,346.50
6/16/2003,394.55,145.65,349.00
6/17/2003,402.55,151.65,355.80
6/18/2003,405.40,148.55,352.45
6/19/2003,409.80,148.55,356.20
6/20/2003,408.80,150.05,358.80
6/23/2003,406.25,153.65,353.05
6/24/2003,405.55,143.30,358.20
6/25/2003,406.70,147.45,369.00
6/26/2003,413.75,152.10,372.75
6/27/2003,407.45,155.35,374.05
6/30/2003,408.65,159.30,384.45
7/1/2003,395.95,162.00,382.50
7/2/2003,385.10,174.10,389.80
7/3/2003,418.10,170.10,398.20
7/4/2003,402.65,165.05,387.90
7/7/2003,415.25,169.00,388.25
7/8/2003,409.35,163.10,384.90
7/9/2003,408.05,158.65,382.30
7/10/2003,410.45,160.15,386.40
7/11/2003,416.15,161.15,389.65
7/14/2003,411.20,174.10,402.55
7/15/2003,409.05,173.85,409.55
7/16/2003,406.95,184.35,418.45
7/17/2003,400.25,179.10,419.00
7/18/2003,407.95,175.85,414.20
7/21/2003,420.95,183.65,406.35
7/22/2003,408.05,181.10,394.30
7/23/2003,400.40,182.10,397.30
7/24/2003,408.35,182.80,405.25
7/25/2003,419.90,201.20,425.15
7/28/2003,406.80,218.85,425.10
7/29/2003,404.30,215.45,429.30
7/30/2003,409.60,215.50,436.55
7/31/2003,413.05,214.95,422.75
8/1/2003,422.15,216.15,418.50
8/4/2003,438.95,213.90,427.90
8/5/2003,432.90,209.70,415.30
8/6/2003,431.35,201.70,406.30
8/7/2003,434.55,206.20,417.50
8/8/2003,443.55,206.10,422.15
8/11/2003,452.75,201.20,431.80
8/12/2003,478.75,198.75,429.35
8/13/2003,469.35,196.20,432.50
8/14/2003,459.80,199.40,430.90
8/18/2003,479.80,231.55,430.20
8/19/2003,510.55,212.25,426.05
8/20/2003,510.90,227.80,437.35
8/21/2003,481.40,215.75,436.75
8/22/2003,468.30,217.05,434.35
8/25/2003,472.90,206.40,422.80
8/26/2003,465.45,213.55,436.95
8/27/2003,479.45,216.05,455.25
8/28/2003,483.90,212.25,444.55
8/29/2003,482.60,209.95,440.70
9/1/2003,503.25,208.15,438.10
9/2/2003,479.95,212.70,441.85
9/3/2003,485.25,205.00,433.25
9/4/2003,496.50,225.50,429.45
9/5/2003,499.65,225.80,434.85
9/8/2003,501.75,223.50,442.80
9/9/2003,499.25,222.00,438.25
9/10/2003,507.85,226.35,447.55
9/11/2003,492.75,249.55,451.65
9/12/2003,480.80,243.85,441.85
9/15/2003,483.80,250.60,425.00
9/16/2003,493.15,248.30,437.60
9/17/2003,477.80,252.70,426.45
9/18/2003,473.95,242.35,404.50
9/19/2003,481.25,235.30,408.40
9/22/2003,479.25,235.60,399.90
9/23/2003,480.75,237.30,415.50
9/24/2003,505.50,235.90,423.70
9/25/2003,493.20,237.70,417.00
9/26/2003,500.40,252.50,432.20
9/29/2003,493.70,266.55,442.50
9/30/2003,498.70,273.20,450.95
10/1/2003,510.00,288.95,446.00
10/3/2003,522.00,294.70,455.40
10/6/2003,550.90,291.70,464.90
10/7/2003,549.80,293.00,456.75
10/8/2003,528.85,305.60,472.60
10/9/2003,535.65,320.45,480.70
10/10/2003,540.00,350.50,480.20
10/13/2003,530.90,383.65,492.25
10/14/2003,529.15,358.25,475.35
10/15/2003,531.90,366.35,486.30
10/16/2003,553.25,357.90,498.95
10/17/2003,550.70,356.55,496.55
10/20/2003,534.90,340.20,489.30
10/21/2003,528.00,339.30,487.15
10/22/2003,511.00,337.55,489.85
10/23/2003,517.85,330.20,486.70
10/24/2003,527.95,340.85,491.90
10/25/2003,521.90,341.45,498.35
10/27/2003,536.10,330.65,482.20
10/28/2003,543.50,330.15,477.30
10/29/2003,538.20,338.25,485.65
10/30/2003,527.60,339.35,484.10
10/31/2003,520.00,342.55,484.15
11/3/2003,525.50,353.35,475.90
11/4/2003,525.50,345.65,485.30
11/5/2003,531.80,333.60,479.05
11/6/2003,519.95,338.50,477.80
11/7/2003,520.30,335.35,478.30
11/10/2003,522.35,336.75,477.30
11/11/2003,512.70,340.15,477.45
11/12/2003,534.20,345.35,478.60
11/13/2003,526.85,343.50,467.95
11/14/2003,522.85,341.75,458.50
11/15/2003,523.55,337.90,464.00
11/17/2003,528.95,340.30,473.05
11/18/2003,530.90,342.40,465.65
11/19/2003,513.55,335.15,459.95
11/20/2003,526.20,329.15,450.50
11/21/2003,521.95,321.65,448.65
11/24/2003,519.25,333.80,446.65
11/25/2003,519.85,335.40,453.20
11/27/2003,542.60,342.15,466.55
11/28/2003,554.15,343.80,470.30
12/1/2003,573.90,360.65,470.40
12/2/2003,557.10,363.60,475.20
12/3/2003,561.60,370.50,474.00
12/4/2003,577.30,355.65,470.80
12/5/2003,577.45,344.45,460.10
12/8/2003,579.45,339.40,456.10
12/9/2003,581.95,340.50,461.65
12/10/2003,583.95,339.95,463.55
12/11/2003,610.15,338.25,472.10
12/12/2003,631.95,359.20,475.05
12/15/2003,630.15,366.15,484.45
12/16/2003,620.75,358.45,480.80
12/17/2003,623.60,363.50,476.85
12/18/2003,614.40,363.85,479.65
12/19/2003,616.45,357.95,490.15
12/22/2003,613.20,382.55,508.35
12/23/2003,621.30,380.70,506.55
12/24/2003,665.35,371.85,508.85
12/26/2003,657.05,369.70,521.35
12/29/2003,664.45,393.10,537.25
12/30/2003,659.35,382.50,531.55
12/31/2003,645.55,383.20,537.55
1/1/2004,647.90,391.50,564.65
1/2/2004,652.10,384.70,566.10
1/5/2004,660.40,372.35,600.95
1/6/2004,654.30,368.25,601.15
1/7/2004,636.95,370.90,596.60
1/8/2004,641.20,384.15,620.75
1/9/2004,644.90,391.65,640.05
1/12/2004,630.75,382.50,641.60
1/13/2004,645.15,385.45,645.95
1/14/2004,646.45,385.10,672.45
1/15/2004,644.60,390.40,662.40
1/16/2004,644.25,381.90,635.20
1/19/2004,670.15,377.55,656.65
1/20/2004,656.45,390.15,627.65
1/21/2004,626.25,376.75,595.15
1/22/2004,622.65,367.80,585.35
1/23/2004,629.65,370.35,622.25
1/27/2004,619.65,373.75,648.65
1/28/2004,655.35,405.35,631.70
1/29/2004,649.45,398.85,626.70
1/30/2004,649.30,398.20,598.05
2/3/2004,648.95,378.70,567.30
2/4/2004,649.80,379.45,589.65
2/5/2004,646.90,372.60,579.35
2/6/2004,647.90,369.60,595.55
2/9/2004,659.85,382.65,622.80
2/10/2004,669.85,380.00,611.10
2/11/2004,677.60,385.45,627.30
2/12/2004,670.45,384.90,617.60
2/13/2004,674.00,383.65,629.15
2/16/2004,660.90,391.35,630.15
2/17/2004,662.40,390.10,633.90
2/18/2004,671.40,389.95,629.45
2/19/2004,676.50,395.90,603.95
2/20/2004,647.70,395.30,602.50
2/23/2004,640.30,392.05,589.15
2/24/2004,618.90,391.40,605.75
2/25/2004,619.45,391.55,588.20
2/26/2004,624.15,390.05,576.20
2/27/2004,609.70,389.80,584.50
3/1/2004,641.75,400.60,600.25
3/3/2004,639.50,398.50,599.25
3/4/2004,639.70,392.25,604.50
3/5/2004,639.40,389.45,616.45
3/8/2004,636.55,387.50,627.60
3/9/2004,627.45,391.35,633.65
3/10/2004,628.05,390.80,617.55
3/11/2004,614.80,390.10,601.95
3/12/2004,615.45,389.40,599.15
3/15/2004,613.80,390.10,578.80
3/16/2004,608.30,390.45,572.75
3/17/2004,586.20,393.55,580.00
3/18/2004,601.40,391.75,561.20
3/19/2004,601.05,402.10,567.50
3/22/2004,603.45,403.45,550.80
3/23/2004,613.75,400.25,553.40
3/24/2004,608.75,400.90,547.20
3/25/2004,600.90,396.45,563.60
3/26/2004,612.75,400.10,593.05
3/29/2004,619.25,395.05,608.25
3/30/2004,621.35,391.65,592.45
3/31/2004,643.25,403.25,605.85
4/1/2004,662.60,417.65,618.30
4/2/2004,677.70,405.15,621.40
4/5/2004,675.05,405.05,613.70
4/6/2004,676.20,401.10,627.75
4/7/2004,686.65,395.75,625.75
4/8/2004,660.70,396.75,623.15
4/12/2004,656.60,395.20,618.85
4/13/2004,655.30,398.20,636.60
4/15/2004,655.50,395.20,637.45
4/16/2004,638.15,405.45,639.30
4/17/2004,636.65,406.50,642.05
4/19/2004,621.50,412.15,628.95
4/20/2004,619.95,410.00,630.65
4/21/2004,625.20,412.10,644.95
4/22/2004,625.70,409.00,656.15
4/23/2004,620.20,399.95,657.60
4/27/2004,617.80,381.20,630.05
4/28/2004,611.45,391.70,638.85
4/29/2004,600.20,396.60,638.65
4/30/2004,594.70,394.85,642.25
5/3/2004,604.25,392.00,619.05
5/4/2004,619.75,401.10,640.25
5/5/2004,646.75,399.10,642.45
5/6/2004,642.60,402.30,655.05
5/7/2004,644.45,400.45,644.40
5/10/2004,648.30,393.50,628.50
5/11/2004,607.85,382.75,617.05
5/12/2004,582.20,390.10,620.85
5/13/2004,591.95,396.25,602.00
5/14/2004,544.95,357.55,516.20
5/17/2004,505.65,301.20,447.75
5/18/2004,590.45,318.95,490.90
5/19/2004,589.80,329.45,525.35
5/20/2004,558.60,341.10,514.50
5/21/2004,579.90,377.45,515.90
5/24/2004,583.05,382.20,539.45
5/25/2004,566.65,371.60,539.50
5/26/2004,573.80,369.60,532.20
5/27/2004,576.05,351.15,530.95
5/28/2004,568.50,332.35,485.65
5/31/2004,577.60,318.95,465.15
6/1/2004,558.80,323.40,469.30
6/2/2004,562.70,326.55,472.70
6/3/2004,566.40,329.95,469.65
6/4/2004,583.40,332.15,486.65
6/7/2004,611.90,330.10,484.75
6/8/2004,615.55,328.50,482.40
6/9/2004,616.15,334.10,483.65
6/10/2004,617.40,330.40,479.90
6/11/2004,606.50,325.80,468.25
6/14/2004,589.50,313.45,439.70
6/15/2004,588.75,314.35,444.50
6/16/2004,565.45,319.65,442.75
6/17/2004,561.30,320.20,449.15
6/18/2004,564.40,327.35,437.40
6/21/2004,570.65,327.20,416.10
6/22/2004,579.30,325.05,424.15
6/23/2004,567.95,322.10,408.70
6/24/2004,540.60,327.30,422.55
6/25/2004,552.40,330.85,419.15
6/28/2004,543.50,345.90,433.75
6/29/2004,532.45,345.55,428.50
6/30/2004,517.10,347.30,430.60
7/1/2004,528.80,347.40,442.90
7/2/2004,532.20,351.25,445.20
7/5/2004,532.85,357.30,430.95
7/6/2004,539.80,364.25,438.40
7/7/2004,550.85,371.35,436.55
7/8/2004,551.90,364.30,418.55
7/9/2004,559.05,358.80,429.45
7/12/2004,550.00,367.60,431.95
7/13/2004,559.85,368.60,429.25
7/14/2004,549.30,371.40,430.80
7/15/2004,550.10,369.80,430.85
7/16/2004,550.80,370.55,439.65
7/19/2004,549.85,370.15,440.00
7/20/2004,548.30,369.80,433.60
7/21/2004,568.05,369.95,441.10
7/22/2004,599.50,370.50,463.00
7/23/2004,597.90,365.35,464.45
7/26/2004,590.85,363.50,469.65
7/27/2004,581.40,360.40,442.60
7/28/2004,575.45,354.35,433.10
7/29/2004,576.25,350.90,445.85
7/30/2004,575.95,355.00,442.10
8/2/2004,575.50,366.50,442.30
8/3/2004,572.45,373.10,440.00
8/4/2004,571.10,370.65,437.65
8/5/2004,574.40,378.75,447.65
8/6/2004,570.65,375.50,441.10
8/9/2004,568.65,361.40,457.80
8/10/2004,569.95,360.65,459.75
8/11/2004,564.55,359.05,447.25
8/12/2004,570.65,352.75,442.35
8/13/2004,562.35,350.05,445.95
8/16/2004,554.25,351.95,441.40
8/17/2004,542.20,352.05,442.10
8/18/2004,542.75,352.05,432.65
8/19/2004,545.45,351.75,432.90
8/20/2004,538.50,350.25,428.00
